Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	MP:0013008	IAO:0000115	any anomaly in the migratory path or behavior of the neural crest cells (NCCs) that arise from the sacral region of the neural tube (sacral neural crest), caudal to somite 28, and migrate caudo-rostrally to contribute to a small fraction of enteric neurons and glia in the distal midgut and hindgut; in the mouse, sacral NCCs emigrate from the neural tube at E9.5, accumulate bilateral to the hindgut to form prospective pelvic ganglia at E11.5, and from there enter the distal hindgut through its ventrolateral side at E13.5; they then migrate along nerve fibers extending from the pelvic ganglia toward the proximal hindgut, intermingling with rostrocaudally migrating vagal NCCs to differentiate into neurons and glia 	
WARN	annotation_whitespace	MP:0013057	IAO:0000115	a wound occurring on genital tissue where the tissue has been torn from its attachment 	
WARN	annotation_whitespace	MP:0013069	IAO:0000115	injuries resulting in damage that tears or breaks tissue occurring on limbs 	
WARN	annotation_whitespace	MP:0013149	IAO:0000115	significant increase in the length and girth dimensions of most or all of a digit compared to the expected size 	
WARN	annotation_whitespace	MP:0013173	IAO:0000115	retrogressive pathological change of the group of sensory neuron cell bodies associated with the trigeminal nerve (fifth cranial nerve) 	
WARN	annotation_whitespace	MP:0013176	IAO:0000115	 tail is displaced from the normal location and/or does not orient in a typical pattern	
WARN	annotation_whitespace	MP:0013202	IAO:0000115	any structural anomaly of the specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface; each cilium is bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole 	
WARN	annotation_whitespace	MP:0013204	rdfs:comment	This term has been determined to be identical to MP:0004131. 	
WARN	annotation_whitespace	MP:0013213	IAO:0000115	any structural anomaly of the primary non-motile microtubule-based structures of the embryonic neuroepithelium which are typically short and straight, project apically into the neural tube lumen, and play an essential role in Sonic hedgehog (Shh) signalling and neural tube patterning 	
WARN	annotation_whitespace	MP:0013214	IAO:0000115	reduced number of the primary non-motile microtubule-based structures of the embryonic neuroepithelium which are typically short and straight, project apically into the neural tube lumen, and play an essential role in Sonic hedgehog (Shh) signalling and neural tube patterning 	
WARN	annotation_whitespace	MP:0013225	oboInOwl:hasExactSynonym	 abnormal 3rd pharyngeal pouch morphology	
WARN	annotation_whitespace	MP:0013231	IAO:0000115	any structural anomaly of the ectodermally lined depressions (grooves or clefts) that separate the branchial arches externally on each side; only the first of the four pairs of branchial grooves persists in the adult to form the epithelium of the external auditory meatus and part of the tympanic membrane; the second, third, and fourth grooves are overlapped by the development of branchial arch 2 and form a slit-like depression known as the cervical sinus which is ultimately obliterated by the fusion of its walls during extension of the cervical flexure 	
WARN	annotation_whitespace	MP:0013231	oboInOwl:hasExactSynonym	abnormal pharyngeal cleft morphology 	
WARN	annotation_whitespace	MP:0013235	IAO:0000115	any structural anomaly of the embryological anatomical structure that forms an open connection between the initial area of development of the thyroid gland and its final position; it is located exactly midline, between the anterior 2/3rds and posterior 1/3rd of the tongue; this duct normally atrophies and closes off as the foramen cecum before birth 	
WARN	annotation_whitespace	MP:0013258	IAO:0000115	any structural anomaly of the structure lying external to one or more cells, which provides structural support for cells or tissues; in mammals, the extracellular matrix is completely external to the cell 	
WARN	annotation_whitespace	MP:0013297	IAO:0000115	 differences from the expected moribund state caused by colitis upon treatment of an organism with intestinal inflammation agents such as dextran sodium sulfate (DSS)	
WARN	annotation_whitespace	MP:0013298	IAO:0000115	 increased likelihood that an organism will display the expected moribund state caused by colitis upon treatment of an organism with intestinal inflammation agents such as dextran sodium sulfate (DSS)	
WARN	annotation_whitespace	MP:0013307	IAO:0000115	greater average weight of the pair of endocrine glands located above the kidney that are responsible for steroid hormone secretion from the cortex and neurotransmitter (such as epinephrine and norepinephrine) secretion from the medulla 	
WARN	annotation_whitespace	MP:0013318	IAO:0000115	 anomaly in the process in which the seminal vesicle is generated and organized in many mammals including mice and humans; in mice, the initial seminal vesicle buds form cane-shaped tubes off of the Wolffian ducts before birth; after birth, the initial tubes develop lateral branches that elongate and often undergo secondary branching morphogenesis; branching morphogenesis is largely complete by 2 weeks of age	
WARN	annotation_whitespace	MP:0013337	oboInOwl:hasExactSynonym	 abnormal anterior pituitary development	
WARN	annotation_whitespace	MP:0013342	IAO:0000115	the appearance of an abnormal division in the diverticulum arsing from the embryonic buccal cavity from which the anterior lobe of the pituitary gland is developed 	
WARN	annotation_whitespace	MP:0013342	oboInOwl:hasExactSynonym	 bifurcated craniopharyngeal pouch	
WARN	annotation_whitespace	MP:0013348	IAO:0000115	 overdevelopment or increased size of the anterior lobe of the pituitary gland, usually due to increased cell number	
WARN	annotation_whitespace	MP:0013366	IAO:0000115	acquired diminution of the size of the pair of endocrine glands located above the kidney and responsible for steroid hormone secretion from the cortex and neurotransmitter secretion from the medulla, associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes 	
WARN	annotation_whitespace	MP:0013367	IAO:0000115	local accumulation of fluid, plasma proteins, and leukocytes in either of the largest of the major salivary glands situated below and in front of each ear 	
WARN	annotation_whitespace	MP:0013406	IAO:0000115	any anomaly in the constitution or organization of the immune cells residing in the skin epidermal layer 	
WARN	annotation_whitespace	MP:0013439	rdfs:comment	Note that the Harderian gland is found in all terrestrial vertebrate groups, including amphibia, reptiles, birds, and mammals. However, it appears to be absent in certain mammals such as bats, cows, horses, and higher primates. Though largely absent in the adult human, it is present in the fetal and neonatal stages. 	
WARN	annotation_whitespace	MP:0013452	IAO:0000115	 increase in the number of cells of the lacrimal gland undergoing programmed cell death	
WARN	annotation_whitespace	MP:0013454	IAO:0000115	increase in the bulk size of any of the paired glands that secrete the aqueous layer of the tear film due to cell enlargement 	
WARN	annotation_whitespace	MP:0013456	IAO:0000115	aberration in the number of the coiled tubular glands normally situated on the digits and footpads of the paws of rodents, and both in the histologically thick skin of the palmar and plantar surfaces and in the thin skin that covers most of the rest of the body in humans; in mice these are the only sweat glands present 	
WARN	annotation_whitespace	MP:0013457	IAO:0000115	greater than normal numbers of the coiled tubular glands situated on the digits and footpads of the paws of rodents, and both in the histologically thick skin of the palmar and plantar surfaces and in the thin skin that covers most of the rest of the body in humans; in mice these are the only sweat glands present 	
WARN	annotation_whitespace	MP:0013458	IAO:0000115	fewer than normal numbers of the coiled tubular glands situated on the digits and footpads of the paws of rodents, and both in the histologically thick skin of the palmar and plantar surfaces and in the thin skin that covers most of the rest of the body in humans; in mice these are the only sweat glands present 	
WARN	annotation_whitespace	MP:0013461	oboInOwl:hasExactSynonym	 abnormal fornix conjunctivae morphology	
WARN	annotation_whitespace	MP:0013488	IAO:0000115	 greater than the expected number of low-grade skin tumors that originate in the pilosebaceous glands and closely resemble squamous cell carcinoma, occurring in a specific population in a given time period; keratoacanthomas are spontaneously regressing growths that rarely develop into invasive or metastatic carcinoma; in rare instances, multiple keratoacanthomas are associated with a disease process called Muir-Torre syndrome	
WARN	annotation_whitespace	MP:0013490	oboInOwl:hasExactSynonym	absent infundibular recess of 3rd ventricle 	
WARN	annotation_whitespace	MP:0013532	IAO:0000115	any functional anomaly of either of the largest of the major salivary glands situated below and in front of each ear 	
WARN	annotation_whitespace	MP:0013533	IAO:0000115	local accumulation of fluid, plasma proteins, and leukocytes in either of the small mucin-producing salivary glands located in the floor of the mouth beneath the tongue, anterior to the submandibular gland 	
WARN	annotation_whitespace	MP:0013537	IAO:0000115	greater than the expected number of a benign epithelial neoplasm with a glandular organization arising in any salivary gland, occurring in a specific population in a given time period 	
WARN	annotation_whitespace	MP:0013538	IAO:0000115	greater than the expected number of a benign epithelial neoplasm with a glandular organization arising in the Harderian gland, occurring in a specific population in a given time period 	
WARN	annotation_whitespace	MP:0013543	IAO:0000115	 any structural anomaly of any exocrine gland whose secretion consists of its own disintegrated secretory cells along with its secretory product; holocrine secretions are produced in the cytoplasm of the cell and released by the rupture of the plasma membrane, which destroys the cell and results in the secretion of the product into the lumen	
WARN	annotation_whitespace	MP:0013556	IAO:0000115	 any functional anomaly of any exocrine gland whose secretion consists of its own disintegrated secretory cells along with its secretory product; holocrine secretions are produced in the cytoplasm of the cell and released by the rupture of the plasma membrane, which destroys the cell and results in the secretion of the product into the lumen	
WARN	annotation_whitespace	MP:0013558	oboInOwl:hasExactSynonym	 abnormal ducted gland morphology	
WARN	annotation_whitespace	MP:0013558	oboInOwl:hasExactSynonym	 abnormal glandula exocrine morphology	
WARN	annotation_whitespace	MP:0013559	oboInOwl:hasExactSynonym	 abnormal ducted gland physiology	
WARN	annotation_whitespace	MP:0013559	oboInOwl:hasExactSynonym	 abnormal glandula exocrine physiology	
WARN	annotation_whitespace	MP:0013589	oboInOwl:hasExactSynonym	 decreased thymic medulla cellularity	
WARN	annotation_whitespace	MP:0013590	oboInOwl:hasExactSynonym	 increased thymic medulla size	
WARN	annotation_whitespace	MP:0013721	IAO:0000115	any structural anomaly of the transient lens-shaped thickening of surface ectoderm that will give rise to the mammary bud proper; in mouse, five pairs of symmetrically positioned mammary placodes (three thoracic and two inguinal) form at reproducible locations along the mammary line at E11.5; the individual pairs develop asynchronously and in a distinct order; pair 3 is first, followed by pair 4, then by pairs 1 and 5 (which develop together), and finally by pair 2; the orientation of placodal cells is not uniform, suggesting that placodes are formed by migration of cells from the mammary line; between E11.5 and E12.5, each mammary placode expands and invaginates into the underlying mesenchyme to form an early bulb-shaped mammary bud 	
WARN	annotation_whitespace	MP:0013726	IAO:0000115	any anomaly in the process by which the mammary gland cord forms by elongation of the mammary bud; in female mouse embryos, the cord is formed between E15.5 and E16.5, once the elongating bud breaks through the primary mammary mesenchyme and reaches the fat pad precursor, and remains connected to the epidermis; by E16.5 a lumen develops within the sprout resulting in a primary duct opening to the exterior, and the nipple forms by differentiation of the overlying epidermis in response to signals from specialized mammary mesenchyme; in male mouse embryos, the activation of androgen receptors causes the mammary buds to separate from the epithelium between E14.5 and E15.5 and subsequently degenerate 	
WARN	annotation_whitespace	MP:0013741	IAO:0000115	 complete absence or loss of the dense region demarcating the thymus medulla from the surrounding cortex that is characterized by numerous blood vessels (predominantly arterioles) with some perivascular connective tissue, mature and immature T lymphocytes, dendritic cells, variable numbers of perivascular B-lymphocytes and plasma cells; normally, this is the site of entry of bone marrow stem cells and exit of mature, functional T cells	
WARN	annotation_whitespace	MP:0013741	oboInOwl:hasExactSynonym	absent thymus CMZ 	
